keyword,search_volume,cpc,competition,competition_level,kd,intent,sources,seeds
easy snowflake drawing,9900,0.03,0.4,MEDIUM,4,informational,suggestion,easy drawing
easy duck drawing,9900,0.03,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy graffiti art drawing,9900,0.06,0.02,LOW,0,informational,suggestion,easy drawing
drawing owl easy,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy drawing in steps,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
drawing easy owl,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
drawing step by step easy,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
easy drawing spider,9900,0.06,0.21,LOW,1,informational,suggestion,easy drawing
drawing animals easy,9900,0.03,0.35,MEDIUM,11,informational,suggestion,easy drawing
owls drawing easy,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
drawing owls easy,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
spiders drawing easy,9900,0.06,0.21,LOW,0,informational,suggestion,easy drawing
drawing of unicorn easy,9900,0.04,0.93,HIGH,2,informational,suggestion,easy drawing
dinosaur drawing easy,9900,0.03,0.53,MEDIUM,0,informational,suggestion,easy drawing
easy drawing owls,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy drawing of a duck,9900,0.03,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy drawing of a skeleton,9900,0.05,0.09,LOW,0,informational,suggestion,easy drawing
how to drawing a flower easy,9900,0.14,0.35,MEDIUM,5,informational,suggestion,easy drawing
easy drawing of owls,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy penguin drawing,9900,0.02,0.42,MEDIUM,0,informational,suggestion,easy drawing
easy spider drawing,9900,0.06,0.21,LOW,0,informational,suggestion,easy drawing
how to drawing step by step easy,9900,2.82,0.1,LOW,38,informational,suggestion,easy drawing
drawing a penguin easy,9900,0.02,0.42,MEDIUM,0,informational,suggestion,easy drawing
snowflake easy drawing,9900,0.03,0.4,MEDIUM,0,informational,suggestion,easy drawing
graffiti easy drawing,9900,0.06,0.02,LOW,5,informational,suggestion,easy drawing
drawing jesus easy,9900,0.05,0.07,LOW,3,informational,suggestion,easy drawing
easy drawing skeleton,9900,0.05,0.09,LOW,1,informational,suggestion,easy drawing
easy mountain drawing,9900,0.1,0.05,LOW,0,informational,suggestion,easy drawing
easy steps drawing,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
spider drawing easy,9900,0.06,0.21,LOW,0,informational,suggestion,easy drawing
easy drawing owl,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
drawing easy step by step,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
scary drawing easy,9900,,0,LOW,0,informational,suggestion,easy drawing
penguins drawing easy,9900,0.02,0.42,MEDIUM,2,informational,suggestion,easy drawing
how to drawing easy flower,9900,0.14,0.35,MEDIUM,5,informational,suggestion,easy drawing
easy drawing of duck,9900,0.03,0.43,MEDIUM,0,informational,suggestion,easy drawing
drawing easy mountains,9900,0.1,0.05,LOW,0,informational,suggestion,easy drawing
easy beach drawing,9900,0.09,0.06,LOW,0,informational,suggestion,easy drawing
how to drawing easy step by step,9900,2.82,0.1,LOW,38,informational,suggestion,easy drawing
drawing easy penguin,9900,0.02,0.42,MEDIUM,2,informational,suggestion,easy drawing
easy drawing jesus,9900,0.05,0.07,LOW,5,informational,suggestion,easy drawing
easy drawing step by step,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
easy skeletal drawing,9900,0.05,0.09,LOW,0,informational,suggestion,easy drawing
easy drawing beach,9900,0.09,0.06,LOW,1,informational,suggestion,easy drawing
easy drawing of a spider,9900,0.06,0.21,LOW,0,informational,suggestion,easy drawing
drawing of jesus easy,9900,0.05,0.07,LOW,3,informational,suggestion,easy drawing
drawing penguin easy,9900,0.02,0.42,MEDIUM,0,informational,suggestion,easy drawing
drawing easy mountain,9900,0.1,0.05,LOW,0,informational,suggestion,easy drawing
easy drawing of skeleton,9900,0.05,0.09,LOW,1,informational,suggestion,easy drawing
drawing by steps easy,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
dinosaurs drawing easy,9900,0.03,0.53,MEDIUM,0,informational,suggestion,easy drawing
cute easy cat drawing,9900,0.04,0.41,MEDIUM,5,informational,suggestion,easy drawing
easy drawing penguin,9900,0.02,0.42,MEDIUM,0,informational,suggestion,easy drawing
easy drawing of a unicorn,9900,0.04,0.93,HIGH,3,informational,suggestion,easy drawing
scared drawing easy,9900,,0,LOW,0,informational,suggestion,easy drawing
easy mountains drawing,9900,0.1,0.05,LOW,1,informational,suggestion,easy drawing
easy drawing penguins,9900,0.02,0.42,MEDIUM,3,informational,suggestion,easy drawing
easy duckling drawing,9900,0.03,0.43,MEDIUM,0,informational,suggestion,easy drawing
drawing step easy,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
cute cats drawing easy,9900,0.04,0.41,MEDIUM,5,informational,suggestion,easy drawing
easy unicorn drawing,9900,0.04,0.93,HIGH,2,informational,suggestion,easy drawing
easy drawing duck,9900,0.03,0.43,MEDIUM,0,informational,suggestion,easy drawing
drawing steps easy,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
animal drawing easy,9900,0.03,0.35,MEDIUM,10,informational,suggestion,easy drawing
easy step drawing,9900,0.25,0.2,LOW,34,informational,suggestion,easy drawing
easy drawing of spider,9900,0.06,0.21,LOW,0,informational,suggestion,easy drawing
easy drawing unicorn,9900,0.04,0.93,HIGH,2,informational,suggestion,easy drawing
cute cat drawing easy,9900,0.04,0.41,MEDIUM,0,informational,suggestion,easy drawing
jesus drawing easy,9900,0.05,0.07,LOW,1,informational,suggestion,easy drawing
owl easy drawing,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy drawing of a penguin,9900,0.02,0.42,MEDIUM,0,informational,suggestion,easy drawing
easy snowflakes drawing,9900,0.03,0.4,MEDIUM,0,informational,suggestion,easy drawing
duck drawing easy,9900,0.03,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy skeleton drawing,9900,0.05,0.09,LOW,0,informational,suggestion,easy drawing
how to drawing flower easy,9900,0.14,0.35,MEDIUM,5,informational,suggestion,easy drawing
dino drawing easy,9900,0.03,0.53,MEDIUM,0,informational,suggestion,easy drawing
easy drawing of jesus,9900,0.05,0.07,LOW,5,informational,suggestion,easy drawing
easy drawing unicorns,9900,0.04,0.93,HIGH,4,informational,suggestion,easy drawing
snowflakes easy drawing,9900,0.03,0.4,MEDIUM,0,informational,suggestion,easy drawing
easy cute cat drawing,9900,0.04,0.41,MEDIUM,5,informational,suggestion,easy drawing
mountains drawing easy,9900,0.1,0.05,LOW,1,informational,suggestion,easy drawing
mountain drawing easy,9900,0.1,0.05,LOW,0,informational,suggestion,easy drawing
jesus easy drawing,9900,0.05,0.07,LOW,5,informational,suggestion,easy drawing
drawing easy skeleton,9900,0.05,0.09,LOW,0,informational,suggestion,easy drawing
turtle drawing easy,9900,0.03,0.28,LOW,0,informational,suggestion,easy drawing
skeleton drawing easy,9900,0.05,0.09,LOW,0,informational,suggestion,easy drawing
drawing a snowflake easy,9900,0.03,0.4,MEDIUM,0,informational,suggestion,easy drawing
easy drawing of owl,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
owl drawing easy,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy owl drawing,9900,0.04,0.43,MEDIUM,0,informational,suggestion,easy drawing
easy drawing of ducks,9900,0.03,0.43,MEDIUM,0,informational,suggestion,easy drawing
human heart how to draw,9900,0.07,0.27,LOW,6,informational,suggestion,how to draw
how to draw spider,9900,0.39,0,LOW,0,informational,suggestion,how to draw
how to draw the airplane,9900,0.06,0.06,LOW,0,informational,suggestion,how to draw
how to draw step by step drawing,9900,2.82,0.1,LOW,38,informational,suggestion,how to draw
how to draw sponge,9900,,0,LOW,0,informational,suggestion,how to draw
how to draw a puppy,9900,0.11,0.12,LOW,2,informational,suggestion,how to draw
how to draw a spider web,9900,0.1,0.01,LOW,0,informational,suggestion,how to draw
how to draw a capybara,9900,0.04,0,LOW,0,informational,suggestion,how to draw
how to draw anime eyes,9900,1.49,0,LOW,0,informational,suggestion,how to draw
how to draw shoes,9900,,0,LOW,0,informational,suggestion,how to draw
how to draw a simple flower,9900,0.14,0.35,MEDIUM,0,informational,suggestion,how to draw
how to draw bubble writing letters,9900,0.31,0.01,LOW,0,informational,suggestion,how to draw
how to draw a book,9900,,0,LOW,0,informational,suggestion,how to draw
how to draw an eye,9900,0.03,0.07,LOW,0,informational,suggestion,how to draw
how to easily draw flowers,9900,0.14,0.35,MEDIUM,0,informational,suggestion,how to draw
how to draw steps,9900,2.82,0.1,LOW,26,informational,suggestion,how to draw
drawing animals how to draw,9900,0.18,0.22,LOW,8,informational,suggestion,how to draw
how to draw a flowers easy,9900,0.14,0.35,MEDIUM,5,informational,suggestion,how to draw
how to draw panda bears,9900,0.12,0.07,LOW,4,informational,suggestion,how to draw
how to draw the pokemon,9900,0.51,0.04,LOW,7,informational,suggestion,how to draw
fairy how to draw,9900,0.04,0.51,MEDIUM,0,informational,suggestion,how to draw
how to draw pikachu characters,9900,0.09,0,LOW,1,informational,suggestion,how to draw
how to draw airplane,9900,0.06,0.06,LOW,0,informational,suggestion,how to draw
how to draw eyes of anime,9900,1.49,0,LOW,0,informational,suggestion,how to draw
how to draw pokemon,9900,0.51,0.04,LOW,2,informational,suggestion,how to draw
how to draw in bubble letters,9900,0.31,0.01,LOW,4,informational,suggestion,how to draw
how to draw body's,9900,2.97,0,LOW,0,informational,suggestion,how to draw
how to draw pokemon s,9900,0.51,0.04,LOW,25,informational,suggestion,how to draw
santa claus how to draw,9900,0.09,0.09,LOW,4,informational,suggestion,how to draw
how to draw a bubble letter,9900,0.31,0.01,LOW,0,informational,suggestion,how to draw
how to draw an anime eyes,9900,1.49,0,LOW,0,informational,suggestion,how to draw
how to draw a bee,9900,0.07,0.07,LOW,3,informational,suggestion,how to draw
how to draw spider web,9900,0.1,0.01,LOW,0,informational,suggestion,how to draw
how to to draw a bunny,9900,0.09,0.2,LOW,3,informational,suggestion,how to draw
how to draw the mouth,9900,,0,LOW,0,informational,suggestion,how to draw
how to draw a dolphin,9900,0.04,0.07,LOW,3,informational,suggestion,how to draw
how to draw a s in bubble letters,9900,0.31,0.01,LOW,0,informational,suggestion,how to draw
how to draw a spider on a web,9900,0.1,0.01,LOW,2,informational,suggestion,how to draw
how to to draw animals,9900,0.18,0.22,LOW,10,informational,suggestion,how to draw
how to draw how to draw pokémon,9900,0.51,0.04,LOW,26,informational,suggestion,how to draw
how to draw the hibiscus flower,9900,0.07,0.01,LOW,0,informational,suggestion,how to draw
how to draw a in bubble letter,9900,0.31,0.01,LOW,4,informational,suggestion,how to draw
how to draw a father christmas,9900,0.09,0.09,LOW,2,informational,suggestion,how to draw
how to to draw pokemon,9900,0.51,0.04,LOW,7,informational,suggestion,how to draw
how to draw a plane,9900,0.06,0.06,LOW,0,informational,suggestion,how to draw
how to draw an a in bubble letters,9900,0.31,0.01,LOW,4,informational,suggestion,how to draw
how to draw the bunny,9900,0.09,0.2,LOW,1,informational,suggestion,how to draw
panda bear how to draw,9900,0.12,0.07,LOW,0,informational,suggestion,how to draw
how to draw a n animal,9900,0.18,0.22,LOW,20,informational,suggestion,how to draw
how to draw a pup,9900,0.11,0.12,LOW,2,informational,suggestion,how to draw
how to draw easy step by step,9900,2.82,0.1,LOW,38,informational,suggestion,how to draw
how to draw by step by step,9900,2.82,0.1,LOW,26,informational,suggestion,how to draw
how to draw drawing step by step,9900,2.82,0.1,LOW,38,informational,suggestion,how to draw
how to draw easy flower,9900,0.14,0.35,MEDIUM,5,informational,suggestion,how to draw
how to draw eyes in anime,9900,1.49,0,LOW,0,informational,suggestion,how to draw
how to draw puppy,9900,0.11,0.12,LOW,0,informational,suggestion,how to draw
how to draw bubble letters alphabet,9900,0.31,0.01,LOW,2,informational,suggestion,how to draw
how to draw a anime eyes,9900,1.49,0,LOW,0,informational,suggestion,how to draw
how how to draw pikachu,9900,0.09,0,LOW,5,informational,suggestion,how to draw
how to how to draw a unicorn,9900,0.06,0.51,MEDIUM,6,informational,suggestion,how to draw
how to draw cartoon spongebob,9900,,0,LOW,0,informational,suggestion,how to draw
how to draw simple flowers,9900,0.14,0.35,MEDIUM,0,informational,suggestion,how to draw
how to draw bubble letters,9900,0.31,0.01,LOW,4,informational,suggestion,how to draw
how to draw a flower easily,9900,0.14,0.35,MEDIUM,9,informational,suggestion,how to draw
how to draw santa,9900,0.09,0.09,LOW,0,informational,suggestion,how to draw
how to draw a skull,9900,1.6,0,LOW,0,informational,suggestion,how to draw
how to draw body,9900,2.97,0,LOW,6,informational,suggestion,how to draw
how to draw a spider web with a spider,9900,0.1,0.01,LOW,0,informational,suggestion,how to draw
how to draw animals,9900,0.18,0.22,LOW,21,informational,suggestion,how to draw
how to draw santa's,9900,0.09,0.09,LOW,8,informational,suggestion,how to draw
how to draw a ghost,9900,4.31,0,LOW,1,informational,suggestion,how to draw
how to draw the dolphin,9900,0.04,0.07,LOW,3,informational,suggestion,how to draw
easy step by step how to draw,9900,0.25,0.2,LOW,36,informational,suggestion,how to draw
how to draw animated eyes,9900,1.49,0,LOW,0,informational,suggestion,how to draw
how to draw a n eye,9900,0.03,0.07,LOW,0,informational,suggestion,how to draw
how to draw pup,9900,0.11,0.12,LOW,1,informational,suggestion,how to draw
how to step by step draw,9900,2.82,0.1,LOW,26,informational,suggestion,how to draw
how to draw a bubble letters,9900,0.31,0.01,LOW,4,informational,suggestion,how to draw
how to draw a animal,9900,0.18,0.22,LOW,21,informational,suggestion,how to draw
how to easy draw flowers,9900,0.14,0.35,MEDIUM,5,informational,suggestion,how to draw
how to draw a dolphins,9900,0.04,0.07,LOW,3,informational,suggestion,how to draw
how to draw a aircraft,9900,0.06,0.06,LOW,0,informational,suggestion,how to draw
how to draw an eyes,9900,0.03,0.07,LOW,0,informational,suggestion,how to draw
how to draw bunny rabbit,9900,0.09,0.2,LOW,2,informational,suggestion,how to draw
how to draw a puppy dog,9900,0.11,0.12,LOW,0,informational,suggestion,how to draw
how to draw planes,9900,0.06,0.06,LOW,0,informational,suggestion,how to draw
how to draw bodies,9900,2.97,0,LOW,3,informational,suggestion,how to draw
how to draw the rabbit,9900,0.09,0.2,LOW,0,informational,suggestion,how to draw
how to draw rabbits,9900,0.09,0.2,LOW,0,informational,suggestion,how to draw
how to draw flowers easy,9900,0.14,0.35,MEDIUM,0,informational,suggestion,how to draw
how to draw bunny,9900,0.09,0.2,LOW,0,informational,suggestion,how to draw
motorcycle how to draw,9900,0.03,0.11,LOW,0,informational,suggestion,how to draw
how how to draw pokemon,9900,0.51,0.04,LOW,7,informational,suggestion,how to draw
how to draw a hibiscus flower,9900,0.07,0.01,LOW,0,informational,suggestion,how to draw
how to draw a step,9900,2.82,0.1,LOW,26,informational,suggestion,how to draw
how to draw skeleton head,9900,1.6,0,LOW,13,informational,suggestion,how to draw
how to draw giant panda,9900,0.12,0.07,LOW,0,informational,suggestion,how to draw
